,Player,Year,Position,Age,Height,Weight,Draft Position,Y1 GP,Y2 GP,Y3 GP,Y4 GP,Y5 GP
Henrik Zetterberg 2018,Henrik Zetterberg,2018,C,36.978,72,197,210,45.0,77.0,82.0,82.0,82.0
Henrik Zetterberg 2019,Henrik Zetterberg,2019,C,37.978,72,197,210,77.0,82.0,82.0,82.0,
Henrik Zetterberg 2020,Henrik Zetterberg,2020,C,38.977,72,197,210,82.0,82.0,82.0,,
Henrik Zetterberg 2021,Henrik Zetterberg,2021,C,39.979,72,197,210,82.0,82.0,,,
Henrik Zetterberg 2022,Henrik Zetterberg,2022,C,40.979,72,197,210,82.0,,,,
Henrik Zetterberg 2023,Henrik Zetterberg,2023,C,41.978,72,197,210,,,,,
Radim Vrbata 2008,Radim Vrbata,2008,R,26.301,73,194,212,,,,,76.0
Radim Vrbata 2009,Radim Vrbata,2009,R,27.303,73,194,212,,,,76.0,18.0
Radim Vrbata 2010,Radim Vrbata,2010,R,28.302,73,194,212,,,76.0,18.0,82.0
Radim Vrbata 2011,Radim Vrbata,2011,R,29.301,73,194,212,,76.0,18.0,82.0,79.0
Radim Vrbata 2012,Radim Vrbata,2012,R,30.301,73,194,212,76.0,18.0,82.0,79.0,77.0
Radim Vrbata 2013,Radim Vrbata,2013,R,31.303,73,194,212,18.0,82.0,79.0,77.0,34.0
Radim Vrbata 2014,Radim Vrbata,2014,R,32.302,73,194,212,82.0,79.0,77.0,34.0,80.0
Radim Vrbata 2015,Radim Vrbata,2015,R,33.301,73,194,212,79.0,77.0,34.0,80.0,79.0
Radim Vrbata 2016,Radim Vrbata,2016,R,34.301,73,194,212,77.0,34.0,80.0,79.0,63.0
Radim Vrbata 2017,Radim Vrbata,2017,R,35.303,73,194,212,34.0,80.0,79.0,63.0,81.0
Radim Vrbata 2018,Radim Vrbata,2018,R,36.302,73,194,212,80.0,79.0,63.0,81.0,42.0
Radim Vrbata 2019,Radim Vrbata,2019,R,37.302,73,194,212,79.0,63.0,81.0,42.0,
Radim Vrbata 2020,Radim Vrbata,2020,R,38.301,73,194,212,63.0,81.0,42.0,,
Radim Vrbata 2021,Radim Vrbata,2021,R,39.303,73,194,212,81.0,42.0,,,
Radim Vrbata 2022,Radim Vrbata,2022,R,40.302,73,194,212,42.0,,,,
Radim Vrbata 2023,Radim Vrbata,2023,R,41.302,73,194,212,,,,,
Joel Ward 2008,Joel Ward,2008,R,26.829,73,225,-,,,,,
Joel Ward 2009,Joel Ward,2009,R,27.831,73,225,-,,,,,79.0
Joel Ward 2010,Joel Ward,2010,R,28.83,73,225,-,,,,79.0,71.0
Joel Ward 2011,Joel Ward,2011,R,29.83,73,225,-,,,79.0,71.0,80.0
Joel Ward 2012,Joel Ward,2012,R,30.829,73,225,-,,79.0,71.0,80.0,73.0
Joel Ward 2013,Joel Ward,2013,R,31.831,73,225,-,79.0,71.0,80.0,73.0,39.0
Joel Ward 2014,Joel Ward,2014,R,32.83,73,225,-,71.0,80.0,73.0,39.0,82.0
Joel Ward 2015,Joel Ward,2015,R,33.83,73,225,-,80.0,73.0,39.0,82.0,82.0
Joel Ward 2016,Joel Ward,2016,R,34.829,73,225,-,73.0,39.0,82.0,82.0,79.0
Joel Ward 2017,Joel Ward,2017,R,35.831,73,225,-,39.0,82.0,82.0,79.0,78.0
Joel Ward 2018,Joel Ward,2018,R,36.831,73,225,-,82.0,82.0,79.0,78.0,52.0
Joel Ward 2019,Joel Ward,2019,R,37.83,73,225,-,82.0,79.0,78.0,52.0,
Joel Ward 2020,Joel Ward,2020,R,38.829,73,225,-,79.0,78.0,52.0,,
Joel Ward 2021,Joel Ward,2021,R,39.831,73,225,-,78.0,52.0,,,
Joel Ward 2022,Joel Ward,2022,R,40.831,73,225,-,52.0,,,,
Joel Ward 2023,Joel Ward,2023,R,41.83,73,225,-,,,,,
Mark Streit 2008,Mark Streit,2008,D,29.805,71,186,262,,,,,81.0
Mark Streit 2009,Mark Streit,2009,D,30.807,71,186,262,,,,81.0,74.0
Mark Streit 2010,Mark Streit,2010,D,31.806,71,186,262,,,81.0,74.0,82.0
Mark Streit 2011,Mark Streit,2011,D,32.806,71,186,262,,81.0,74.0,82.0,
Mark Streit 2012,Mark Streit,2012,D,33.805,71,186,262,81.0,74.0,82.0,,82.0
Mark Streit 2013,Mark Streit,2013,D,34.807,71,186,262,74.0,82.0,,82.0,48.0
Mark Streit 2014,Mark Streit,2014,D,35.807,71,186,262,82.0,,82.0,48.0,82.0
Mark Streit 2015,Mark Streit,2015,D,36.806,71,186,262,,82.0,48.0,82.0,81.0
Mark Streit 2016,Mark Streit,2016,D,37.805,71,186,262,82.0,48.0,82.0,81.0,62.0
Mark Streit 2017,Mark Streit,2017,D,38.807,71,186,262,48.0,82.0,81.0,62.0,68.0
Mark Streit 2018,Mark Streit,2018,D,39.807,71,186,262,82.0,81.0,62.0,68.0,2.0
Mark Streit 2019,Mark Streit,2019,D,40.806,71,186,262,81.0,62.0,68.0,2.0,
Mark Streit 2020,Mark Streit,2020,D,41.805,71,186,262,62.0,68.0,2.0,,
Mark Streit 2021,Mark Streit,2021,D,42.807,71,186,262,68.0,2.0,,,
Mark Streit 2022,Mark Streit,2022,D,43.807,71,186,262,2.0,,,,
Mark Streit 2023,Mark Streit,2023,D,44.806,71,186,262,,,,,
Marian Gaborik 2008,Marian Gaborik,2008,R,25.627,73,200,3,,,,,77.0
Marian Gaborik 2009,Marian Gaborik,2009,R,26.629,73,200,3,,,,77.0,17.0
Marian Gaborik 2010,Marian Gaborik,2010,R,27.628,73,200,3,,,77.0,17.0,76.0
Marian Gaborik 2011,Marian Gaborik,2011,R,28.628,73,200,3,,77.0,17.0,76.0,62.0
Marian Gaborik 2012,Marian Gaborik,2012,R,29.627,73,200,3,77.0,17.0,76.0,62.0,82.0
Marian Gaborik 2013,Marian Gaborik,2013,R,30.629,73,200,3,17.0,76.0,62.0,82.0,47.0
Marian Gaborik 2014,Marian Gaborik,2014,R,31.629,73,200,3,76.0,62.0,82.0,47.0,41.0
Marian Gaborik 2015,Marian Gaborik,2015,R,32.628,73,200,3,62.0,82.0,47.0,41.0,69.0
Marian Gaborik 2016,Marian Gaborik,2016,R,33.627,73,200,3,82.0,47.0,41.0,69.0,54.0
Marian Gaborik 2017,Marian Gaborik,2017,R,34.629,73,200,3,47.0,41.0,69.0,54.0,56.0
Marian Gaborik 2018,Marian Gaborik,2018,R,35.629,73,200,3,41.0,69.0,54.0,56.0,46.0
Marian Gaborik 2019,Marian Gaborik,2019,R,36.628,73,200,3,69.0,54.0,56.0,46.0,
Marian Gaborik 2020,Marian Gaborik,2020,R,37.627,73,200,3,54.0,56.0,46.0,,
Marian Gaborik 2021,Marian Gaborik,2021,R,38.629,73,200,3,56.0,46.0,,,
Marian Gaborik 2022,Marian Gaborik,2022,R,39.629,73,200,3,46.0,,,,
Marian Gaborik 2023,Marian Gaborik,2023,R,40.628,73,200,3,,,,,
Scott Hartnell 2008,Scott Hartnell,2008,L,25.454,74,215,6,,,,,80.0
Scott Hartnell 2009,Scott Hartnell,2009,L,26.457,74,215,6,,,,80.0,82.0
Scott Hartnell 2010,Scott Hartnell,2010,L,27.456,74,215,6,,,80.0,82.0,81.0
Scott Hartnell 2011,Scott Hartnell,2011,L,28.455,74,215,6,,80.0,82.0,81.0,82.0
Scott Hartnell 2012,Scott Hartnell,2012,L,29.455,74,215,6,80.0,82.0,81.0,82.0,82.0
Scott Hartnell 2013,Scott Hartnell,2013,L,30.457,74,215,6,82.0,81.0,82.0,82.0,32.0
Scott Hartnell 2014,Scott Hartnell,2014,L,31.456,74,215,6,81.0,82.0,82.0,32.0,78.0
Scott Hartnell 2015,Scott Hartnell,2015,L,32.455,74,215,6,82.0,82.0,32.0,78.0,77.0
Scott Hartnell 2016,Scott Hartnell,2016,L,33.455,74,215,6,82.0,32.0,78.0,77.0,79.0
Scott Hartnell 2017,Scott Hartnell,2017,L,34.457,74,215,6,32.0,78.0,77.0,79.0,78.0
Scott Hartnell 2018,Scott Hartnell,2018,L,35.456,74,215,6,78.0,77.0,79.0,78.0,62.0
Scott Hartnell 2019,Scott Hartnell,2019,L,36.455,74,215,6,77.0,79.0,78.0,62.0,
Scott Hartnell 2020,Scott Hartnell,2020,L,37.455,74,215,6,79.0,78.0,62.0,,
Scott Hartnell 2021,Scott Hartnell,2021,L,38.457,74,215,6,78.0,62.0,,,
Scott Hartnell 2022,Scott Hartnell,2022,L,39.456,74,215,6,62.0,,,,
Scott Hartnell 2023,Scott Hartnell,2023,L,40.456,74,215,6,,,,,
Antoine Vermette 2008,Antoine Vermette,2008,C,25.2,73,197,55,,,,,81.0
Antoine Vermette 2009,Antoine Vermette,2009,C,26.202,73,197,55,,,,81.0,79.0
Antoine Vermette 2010,Antoine Vermette,2010,C,27.201,73,197,55,,,81.0,79.0,82.0
Antoine Vermette 2011,Antoine Vermette,2011,C,28.201,73,197,55,,81.0,79.0,82.0,82.0
Antoine Vermette 2012,Antoine Vermette,2012,C,29.2,73,197,55,81.0,79.0,82.0,82.0,82.0
Antoine Vermette 2013,Antoine Vermette,2013,C,30.202,73,197,55,79.0,82.0,82.0,82.0,48.0
Antoine Vermette 2014,Antoine Vermette,2014,C,31.201,73,197,55,82.0,82.0,82.0,48.0,82.0
Antoine Vermette 2015,Antoine Vermette,2015,C,32.201,73,197,55,82.0,82.0,48.0,82.0,82.0
Antoine Vermette 2016,Antoine Vermette,2016,C,33.2,73,197,55,82.0,48.0,82.0,82.0,76.0
Antoine Vermette 2017,Antoine Vermette,2017,C,34.202,73,197,55,48.0,82.0,82.0,76.0,72.0
Antoine Vermette 2018,Antoine Vermette,2018,C,35.202,73,197,55,82.0,82.0,76.0,72.0,64.0
Antoine Vermette 2019,Antoine Vermette,2019,C,36.201,73,197,55,82.0,76.0,72.0,64.0,
Antoine Vermette 2020,Antoine Vermette,2020,C,37.2,73,197,55,76.0,72.0,64.0,,
Antoine Vermette 2021,Antoine Vermette,2021,C,38.202,73,197,55,72.0,64.0,,,
Antoine Vermette 2022,Antoine Vermette,2022,C,39.202,73,197,55,64.0,,,,
Antoine Vermette 2023,Antoine Vermette,2023,C,40.201,73,197,55,,,,,
Paul Martin 2008,Paul Martin,2008,D,26.574,73,200,62,,,,,73.0
Paul Martin 2009,Paul Martin,2009,D,27.576,73,200,62,,,,73.0,73.0
Paul Martin 2010,Paul Martin,2010,D,28.576,73,200,62,,,73.0,73.0,22.0
Paul Martin 2011,Paul Martin,2011,D,29.575,73,200,62,,73.0,73.0,22.0,77.0
Paul Martin 2012,Paul Martin,2012,D,30.574,73,200,62,73.0,73.0,22.0,77.0,73.0
Paul Martin 2013,Paul Martin,2013,D,31.576,73,200,62,73.0,22.0,77.0,73.0,34.0
Paul Martin 2014,Paul Martin,2014,D,32.576,73,200,62,22.0,77.0,73.0,34.0,39.0
Paul Martin 2015,Paul Martin,2015,D,33.575,73,200,62,77.0,73.0,34.0,39.0,74.0
Paul Martin 2016,Paul Martin,2016,D,34.575,73,200,62,73.0,34.0,39.0,74.0,78.0
Paul Martin 2017,Paul Martin,2017,D,35.577,73,200,62,34.0,39.0,74.0,78.0,81.0
Paul Martin 2018,Paul Martin,2018,D,36.576,73,200,62,39.0,74.0,78.0,81.0,14.0
Paul Martin 2019,Paul Martin,2019,D,37.575,73,200,62,74.0,78.0,81.0,14.0,
Paul Martin 2020,Paul Martin,2020,D,38.575,73,200,62,78.0,81.0,14.0,,
Paul Martin 2021,Paul Martin,2021,D,39.577,73,200,62,81.0,14.0,,,
Paul Martin 2022,Paul Martin,2022,D,40.576,73,200,62,14.0,,,,
Paul Martin 2023,Paul Martin,2023,D,41.575,73,200,62,,,,,
Dominic Moore 2008,Dominic Moore,2008,C,27.16,72,192,95,,,,,68.0
Dominic Moore 2009,Dominic Moore,2009,C,28.162,72,192,95,,,,68.0,81.0
Dominic Moore 2010,Dominic Moore,2010,C,29.162,72,192,95,,,68.0,81.0,69.0
Dominic Moore 2011,Dominic Moore,2011,C,30.161,72,192,95,,68.0,81.0,69.0,77.0
Dominic Moore 2012,Dominic Moore,2012,C,31.16,72,192,95,68.0,81.0,69.0,77.0,79.0
Dominic Moore 2013,Dominic Moore,2013,C,32.162,72,192,95,81.0,69.0,77.0,79.0,
Dominic Moore 2014,Dominic Moore,2014,C,33.162,72,192,95,69.0,77.0,79.0,,73.0
Dominic Moore 2015,Dominic Moore,2015,C,34.161,72,192,95,77.0,79.0,,73.0,82.0
Dominic Moore 2016,Dominic Moore,2016,C,35.16,72,192,95,79.0,,73.0,82.0,80.0
Dominic Moore 2017,Dominic Moore,2017,C,36.163,72,192,95,,73.0,82.0,80.0,82.0
Dominic Moore 2018,Dominic Moore,2018,C,37.162,72,192,95,73.0,82.0,80.0,82.0,50.0
Dominic Moore 2019,Dominic Moore,2019,C,38.161,72,192,95,82.0,80.0,82.0,50.0,
Dominic Moore 2020,Dominic Moore,2020,C,39.161,72,192,95,80.0,82.0,50.0,,
Dominic Moore 2021,Dominic Moore,2021,C,40.163,72,192,95,82.0,50.0,,,
Dominic Moore 2022,Dominic Moore,2022,C,41.162,72,192,95,50.0,,,,
Dominic Moore 2023,Dominic Moore,2023,C,42.161,72,192,95,,,,,
Ales Hemsky 2008,Ales Hemsky,2008,R,24.135,72,177,13,,,,,74.0
Ales Hemsky 2009,Ales Hemsky,2009,R,25.137,72,177,13,,,,74.0,72.0
Ales Hemsky 2010,Ales Hemsky,2010,R,26.136,72,177,13,,,74.0,72.0,22.0
Ales Hemsky 2011,Ales Hemsky,2011,R,27.136,72,177,13,,74.0,72.0,22.0,47.0
Ales Hemsky 2012,Ales Hemsky,2012,R,28.135,72,177,13,74.0,72.0,22.0,47.0,69.0
Ales Hemsky 2013,Ales Hemsky,2013,R,29.137,72,177,13,72.0,22.0,47.0,69.0,38.0
Ales Hemsky 2014,Ales Hemsky,2014,R,30.136,72,177,13,22.0,47.0,69.0,38.0,75.0
Ales Hemsky 2015,Ales Hemsky,2015,R,31.136,72,177,13,47.0,69.0,38.0,75.0,76.0
Ales Hemsky 2016,Ales Hemsky,2016,R,32.135,72,177,13,69.0,38.0,75.0,76.0,75.0
Ales Hemsky 2017,Ales Hemsky,2017,R,33.137,72,177,13,38.0,75.0,76.0,75.0,15.0
Ales Hemsky 2018,Ales Hemsky,2018,R,34.136,72,177,13,75.0,76.0,75.0,15.0,7.0
Ales Hemsky 2019,Ales Hemsky,2019,R,35.136,72,177,13,76.0,75.0,15.0,7.0,
Ales Hemsky 2020,Ales Hemsky,2020,R,36.135,72,177,13,75.0,15.0,7.0,,
Ales Hemsky 2021,Ales Hemsky,2021,R,37.137,72,177,13,15.0,7.0,,,
Ales Hemsky 2022,Ales Hemsky,2022,R,38.137,72,177,13,7.0,,,,
Ales Hemsky 2023,Ales Hemsky,2023,R,39.136,72,177,13,,,,,
Mike Cammalleri 2008,Mike Cammalleri,2008,"C, L",25.315,69,185,49,,,,,63.0
Mike Cammalleri 2009,Mike Cammalleri,2009,"C, L",26.317,69,185,49,,,,63.0,81.0
Mike Cammalleri 2010,Mike Cammalleri,2010,"C, L",27.316,69,185,49,,,63.0,81.0,65.0
Mike Cammalleri 2011,Mike Cammalleri,2011,"C, L",28.316,69,185,49,,63.0,81.0,65.0,67.0
Mike Cammalleri 2012,Mike Cammalleri,2012,"C, L",29.315,69,185,49,63.0,81.0,65.0,67.0,66.0
Mike Cammalleri 2013,Mike Cammalleri,2013,"C, L",30.317,69,185,49,81.0,65.0,67.0,66.0,44.0
Mike Cammalleri 2014,Mike Cammalleri,2014,"C, L",31.316,69,185,49,65.0,67.0,66.0,44.0,63.0
Mike Cammalleri 2015,Mike Cammalleri,2015,"C, L",32.316,69,185,49,67.0,66.0,44.0,63.0,68.0
Mike Cammalleri 2016,Mike Cammalleri,2016,"C, L",33.315,69,185,49,66.0,44.0,63.0,68.0,42.0
Mike Cammalleri 2017,Mike Cammalleri,2017,"C, L",34.317,69,185,49,44.0,63.0,68.0,42.0,61.0
Mike Cammalleri 2018,Mike Cammalleri,2018,"C, L",35.317,69,185,49,63.0,68.0,42.0,61.0,66.0
Mike Cammalleri 2019,Mike Cammalleri,2019,"C, L",36.316,69,185,49,68.0,42.0,61.0,66.0,
Mike Cammalleri 2020,Mike Cammalleri,2020,"C, L",37.315,69,185,49,42.0,61.0,66.0,,
Mike Cammalleri 2021,Mike Cammalleri,2021,"C, L",38.317,69,185,49,61.0,66.0,,,
Mike Cammalleri 2022,Mike Cammalleri,2022,"C, L",39.317,69,185,49,66.0,,,,
Mike Cammalleri 2023,Mike Cammalleri,2023,"C, L",40.316,69,185,49,,,,,
Patrick Sharp 2008,Patrick Sharp,2008,L,25.761,73,200,95,,,,,80.0
Patrick Sharp 2009,Patrick Sharp,2009,L,26.763,73,200,95,,,,80.0,61.0
Patrick Sharp 2010,Patrick Sharp,2010,L,27.763,73,200,95,,,80.0,61.0,82.0
Patrick Sharp 2011,Patrick Sharp,2011,L,28.762,73,200,95,,80.0,61.0,82.0,74.0
Patrick Sharp 2012,Patrick Sharp,2012,L,29.761,73,200,95,80.0,61.0,82.0,74.0,74.0
Patrick Sharp 2013,Patrick Sharp,2013,L,30.763,73,200,95,61.0,82.0,74.0,74.0,28.0
Patrick Sharp 2014,Patrick Sharp,2014,L,31.763,73,200,95,82.0,74.0,74.0,28.0,82.0
Patrick Sharp 2015,Patrick Sharp,2015,L,32.762,73,200,95,74.0,74.0,28.0,82.0,68.0
Patrick Sharp 2016,Patrick Sharp,2016,L,33.761,73,200,95,74.0,28.0,82.0,68.0,76.0
Patrick Sharp 2017,Patrick Sharp,2017,L,34.763,73,200,95,28.0,82.0,68.0,76.0,48.0
Patrick Sharp 2018,Patrick Sharp,2018,L,35.763,73,200,95,82.0,68.0,76.0,48.0,70.0
Patrick Sharp 2019,Patrick Sharp,2019,L,36.762,73,200,95,68.0,76.0,48.0,70.0,
Patrick Sharp 2020,Patrick Sharp,2020,L,37.761,73,200,95,76.0,48.0,70.0,,
Patrick Sharp 2021,Patrick Sharp,2021,L,38.764,73,200,95,48.0,70.0,,,
Patrick Sharp 2022,Patrick Sharp,2022,L,39.763,73,200,95,70.0,,,,
Patrick Sharp 2023,Patrick Sharp,2023,L,40.762,73,200,95,,,,,
Kevin Bieksa 2008,Kevin Bieksa,2008,D,26.292,73,197,151,,,,,34.0
Kevin Bieksa 2009,Kevin Bieksa,2009,D,27.294,73,197,151,,,,34.0,72.0
Kevin Bieksa 2010,Kevin Bieksa,2010,D,28.294,73,197,151,,,34.0,72.0,55.0
Kevin Bieksa 2011,Kevin Bieksa,2011,D,29.293,73,197,151,,34.0,72.0,55.0,66.0
Kevin Bieksa 2012,Kevin Bieksa,2012,D,30.292,73,197,151,34.0,72.0,55.0,66.0,78.0
Kevin Bieksa 2013,Kevin Bieksa,2013,D,31.294,73,197,151,72.0,55.0,66.0,78.0,36.0
Kevin Bieksa 2014,Kevin Bieksa,2014,D,32.294,73,197,151,55.0,66.0,78.0,36.0,76.0
Kevin Bieksa 2015,Kevin Bieksa,2015,D,33.293,73,197,151,66.0,78.0,36.0,76.0,60.0
Kevin Bieksa 2016,Kevin Bieksa,2016,D,34.293,73,197,151,78.0,36.0,76.0,60.0,71.0
Kevin Bieksa 2017,Kevin Bieksa,2017,D,35.295,73,197,151,36.0,76.0,60.0,71.0,81.0
Kevin Bieksa 2018,Kevin Bieksa,2018,D,36.294,73,197,151,76.0,60.0,71.0,81.0,59.0
Kevin Bieksa 2019,Kevin Bieksa,2019,D,37.293,73,197,151,60.0,71.0,81.0,59.0,
Kevin Bieksa 2020,Kevin Bieksa,2020,D,38.293,73,197,151,71.0,81.0,59.0,,
Kevin Bieksa 2021,Kevin Bieksa,2021,D,39.295,73,197,151,81.0,59.0,,,
Kevin Bieksa 2022,Kevin Bieksa,2022,D,40.294,73,197,151,59.0,,,,
Kevin Bieksa 2023,Kevin Bieksa,2023,D,41.293,73,197,151,,,,,
Dennis Seidenberg 2008,Dennis Seidenberg,2008,D,26.205,72,199,172,,,,,47.0
Dennis Seidenberg 2009,Dennis Seidenberg,2009,D,27.207,72,199,172,,,,47.0,70.0
Dennis Seidenberg 2010,Dennis Seidenberg,2010,D,28.206,72,199,172,,,47.0,70.0,79.0
Dennis Seidenberg 2011,Dennis Seidenberg,2011,D,29.205,72,199,172,,47.0,70.0,79.0,81.0
Dennis Seidenberg 2012,Dennis Seidenberg,2012,D,30.205,72,199,172,47.0,70.0,79.0,81.0,80.0
Dennis Seidenberg 2013,Dennis Seidenberg,2013,D,31.207,72,199,172,70.0,79.0,81.0,80.0,46.0
Dennis Seidenberg 2014,Dennis Seidenberg,2014,D,32.206,72,199,172,79.0,81.0,80.0,46.0,34.0
Dennis Seidenberg 2015,Dennis Seidenberg,2015,D,33.206,72,199,172,81.0,80.0,46.0,34.0,82.0
Dennis Seidenberg 2016,Dennis Seidenberg,2016,D,34.205,72,199,172,80.0,46.0,34.0,82.0,61.0
Dennis Seidenberg 2017,Dennis Seidenberg,2017,D,35.207,72,199,172,46.0,34.0,82.0,61.0,73.0
Dennis Seidenberg 2018,Dennis Seidenberg,2018,D,36.206,72,199,172,34.0,82.0,61.0,73.0,28.0
Dennis Seidenberg 2019,Dennis Seidenberg,2019,D,37.206,72,199,172,82.0,61.0,73.0,28.0,
Dennis Seidenberg 2020,Dennis Seidenberg,2020,D,38.205,72,199,172,61.0,73.0,28.0,,
Dennis Seidenberg 2021,Dennis Seidenberg,2021,D,39.207,72,199,172,73.0,28.0,,,
Dennis Seidenberg 2022,Dennis Seidenberg,2022,D,40.206,72,199,172,28.0,,,,
Dennis Seidenberg 2023,Dennis Seidenberg,2023,D,41.206,72,199,172,,,,,
Jussi Jokinen 2008,Jussi Jokinen,2008,L,24.502,72,191,192,,,,,72.0
Jussi Jokinen 2009,Jussi Jokinen,2009,L,25.504,72,191,192,,,,72.0,71.0
Jussi Jokinen 2010,Jussi Jokinen,2010,L,26.503,72,191,192,,,72.0,71.0,81.0
Jussi Jokinen 2011,Jussi Jokinen,2011,L,27.502,72,191,192,,72.0,71.0,81.0,70.0
Jussi Jokinen 2012,Jussi Jokinen,2012,L,28.502,72,191,192,72.0,71.0,81.0,70.0,79.0
Jussi Jokinen 2013,Jussi Jokinen,2013,L,29.504,72,191,192,71.0,81.0,70.0,79.0,43.0
Jussi Jokinen 2014,Jussi Jokinen,2014,L,30.503,72,191,192,81.0,70.0,79.0,43.0,81.0
Jussi Jokinen 2015,Jussi Jokinen,2015,L,31.503,72,191,192,70.0,79.0,43.0,81.0,81.0
Jussi Jokinen 2016,Jussi Jokinen,2016,L,32.502,72,191,192,79.0,43.0,81.0,81.0,81.0
Jussi Jokinen 2017,Jussi Jokinen,2017,L,33.504,72,191,192,43.0,81.0,81.0,81.0,69.0
Jussi Jokinen 2018,Jussi Jokinen,2018,L,34.503,72,191,192,81.0,81.0,81.0,69.0,60.0
Jussi Jokinen 2019,Jussi Jokinen,2019,L,35.503,72,191,192,81.0,81.0,69.0,60.0,
Jussi Jokinen 2020,Jussi Jokinen,2020,L,36.502,72,191,192,81.0,69.0,60.0,,
Jussi Jokinen 2021,Jussi Jokinen,2021,L,37.504,72,191,192,69.0,60.0,,,
Jussi Jokinen 2022,Jussi Jokinen,2022,L,38.503,72,191,192,60.0,,,,
Jussi Jokinen 2023,Jussi Jokinen,2023,L,39.503,72,191,192,,,,,
Brooks Laich 2008,Brooks Laich,2008,C,24.274,74,200,193,,,,,82.0
Brooks Laich 2009,Brooks Laich,2009,C,25.277,74,200,193,,,,82.0,82.0
Brooks Laich 2010,Brooks Laich,2010,C,26.276,74,200,193,,,82.0,82.0,78.0
Brooks Laich 2011,Brooks Laich,2011,C,27.275,74,200,193,,82.0,82.0,78.0,82.0
Brooks Laich 2012,Brooks Laich,2012,C,28.275,74,200,193,82.0,82.0,78.0,82.0,82.0
Brooks Laich 2013,Brooks Laich,2013,C,29.277,74,200,193,82.0,78.0,82.0,82.0,9.0
Brooks Laich 2014,Brooks Laich,2014,C,30.276,74,200,193,78.0,82.0,82.0,9.0,51.0
Brooks Laich 2015,Brooks Laich,2015,C,31.275,74,200,193,82.0,82.0,9.0,51.0,66.0
Brooks Laich 2016,Brooks Laich,2016,C,32.275,74,200,193,82.0,9.0,51.0,66.0,81.0
Brooks Laich 2017,Brooks Laich,2017,C,33.277,74,200,193,9.0,51.0,66.0,81.0,
Brooks Laich 2018,Brooks Laich,2018,C,34.276,74,200,193,51.0,66.0,81.0,,12.0
Brooks Laich 2019,Brooks Laich,2019,C,35.275,74,200,193,66.0,81.0,,12.0,
Brooks Laich 2020,Brooks Laich,2020,C,36.275,74,200,193,81.0,,12.0,,
Brooks Laich 2021,Brooks Laich,2021,C,37.277,74,200,193,,12.0,,,
Brooks Laich 2022,Brooks Laich,2022,C,38.276,74,200,193,12.0,,,,
Brooks Laich 2023,Brooks Laich,2023,C,39.276,74,200,193,,,,,
Johnny Oduya 2008,Johnny Oduya,2008,D,25.999,72,191,221,,,,,75.0
Johnny Oduya 2009,Johnny Oduya,2009,D,27.001,72,191,221,,,,75.0,82.0
Johnny Oduya 2010,Johnny Oduya,2010,D,28.001,72,191,221,,,75.0,82.0,67.0
Johnny Oduya 2011,Johnny Oduya,2011,D,29.0,72,191,221,,75.0,82.0,67.0,82.0
Johnny Oduya 2012,Johnny Oduya,2012,D,29.999,72,191,221,75.0,82.0,67.0,82.0,81.0
Johnny Oduya 2013,Johnny Oduya,2013,D,31.002,72,191,221,82.0,67.0,82.0,81.0,48.0
Johnny Oduya 2014,Johnny Oduya,2014,D,32.001,72,191,221,67.0,82.0,81.0,48.0,77.0
Johnny Oduya 2015,Johnny Oduya,2015,D,33.0,72,191,221,82.0,81.0,48.0,77.0,76.0
Johnny Oduya 2016,Johnny Oduya,2016,D,34.0,72,191,221,81.0,48.0,77.0,76.0,82.0
Johnny Oduya 2017,Johnny Oduya,2017,D,35.002,72,191,221,48.0,77.0,76.0,82.0,52.0
Johnny Oduya 2018,Johnny Oduya,2018,D,36.001,72,191,221,77.0,76.0,82.0,52.0,52.0
Johnny Oduya 2019,Johnny Oduya,2019,D,37.0,72,191,221,76.0,82.0,52.0,52.0,
Johnny Oduya 2020,Johnny Oduya,2020,D,38.0,72,191,221,82.0,52.0,52.0,,
Johnny Oduya 2021,Johnny Oduya,2021,D,39.002,72,191,221,52.0,52.0,,,
Johnny Oduya 2022,Johnny Oduya,2022,D,40.001,72,191,221,52.0,,,,
Johnny Oduya 2023,Johnny Oduya,2023,D,41.0,72,191,221,,,,,
Rick Nash 2008,Rick Nash,2008,"L, R",23.292,76,211,1,,,,,80.0
Rick Nash 2009,Rick Nash,2009,"L, R",24.294,76,211,1,,,,80.0,78.0
Rick Nash 2010,Rick Nash,2010,"L, R",25.293,76,211,1,,,80.0,78.0,76.0
Rick Nash 2011,Rick Nash,2011,"L, R",26.292,76,211,1,,80.0,78.0,76.0,75.0
Rick Nash 2012,Rick Nash,2012,"L, R",27.292,76,211,1,80.0,78.0,76.0,75.0,82.0
Rick Nash 2013,Rick Nash,2013,"L, R",28.294,76,211,1,78.0,76.0,75.0,82.0,44.0
Rick Nash 2014,Rick Nash,2014,"L, R",29.293,76,211,1,76.0,75.0,82.0,44.0,65.0
Rick Nash 2015,Rick Nash,2015,"L, R",30.292,76,211,1,75.0,82.0,44.0,65.0,79.0
Rick Nash 2016,Rick Nash,2016,"L, R",31.292,76,211,1,82.0,44.0,65.0,79.0,60.0
Rick Nash 2017,Rick Nash,2017,"L, R",32.294,76,211,1,44.0,65.0,79.0,60.0,67.0
Rick Nash 2018,Rick Nash,2018,"L, R",33.293,76,211,1,65.0,79.0,60.0,67.0,71.0
